,TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
11763,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2022,,6.0,,5.5,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11764,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2023,,6.9,,6.5,7.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11765,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2024,,7.0,,6.6,7.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11766,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2019,,12.6,,11.8,13.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11767,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2020,,11.3,,10.5,12.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11768,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2021,,9.5,,8.8,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11769,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2022,,9.2,,8.6,10.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11770,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2023,,10.6,,9.9,11.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11771,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2024,,10.6,,9.9,11.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11772,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2019,,6.7,,6.1,7.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11773,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2020,,5.3,,4.7,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11774,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2021,,3.8,,3.3,4.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11775,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2022,,4.1,,3.6,4.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11776,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2023,,4.7,,4.2,5.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11777,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2024,,4.6,,4.1,5.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA35,SC_NHISA00"
11778,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2019,,8.2,,7.5,8.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11779,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2020,,6.5,,5.9,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11780,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2021,,5.8,,5.3,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11781,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2022,,5.2,,4.6,5.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11782,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2023,,6.5,,5.9,7.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11783,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2024,,6.7,,6.1,7.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11784,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2019,,15.1,,13.6,16.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11785,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2020,,12.0,,10.5,13.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11786,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2021,,9.6,,8.3,10.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11787,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2022,,9.4,,8.2,10.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11788,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2023,,11.5,,10.2,12.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11789,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2024,,10.6,,9.4,12.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11790,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2019,,6.0,,5.0,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11791,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2020,,5.8,,4.4,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11792,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2021,,4.2,,3.3,5.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11793,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2022,,5.5,,4.4,6.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11794,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2023,,4.5,,3.6,5.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11795,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2024,,5.3,,4.3,6.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11796,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2019,,14.5,,12.3,17.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11797,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2020,,14.0,,11.6,16.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11798,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2021,,9.3,,7.5,11.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11799,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2022,,10.9,,8.9,13.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11800,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2023,,12.5,,10.4,14.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11801,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2024,,10.4,,8.7,12.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11802,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2019,,9.6,,8.4,10.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11803,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2020,,9.9,,8.5,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11804,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2021,,7.9,,6.7,9.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11805,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2022,,8.4,,7.3,9.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11806,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2023,,8.6,,7.5,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11807,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2024,,9.0,,7.9,10.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA35,SC_NHISA00"
11808,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2019,,9.7,,9.1,10.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11809,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2020,,8.2,,7.6,8.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11810,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2021,,6.7,,6.2,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11811,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2022,,6.6,,6.2,7.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11812,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2023,,7.8,,7.3,8.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11813,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2024,,8.0,,7.5,8.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11814,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2019,,8.9,,7.7,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11815,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2020,,8.7,,7.3,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11816,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2021,,6.9,,5.8,8.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11817,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2022,,7.3,,6.0,8.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11818,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2023,,7.6,,6.5,8.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11819,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2024,,6.6,,5.6,7.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA35,SC_NHISA00"
11820,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2019,,11.6,,6.6,18.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
11821,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2020,,11.6,,6.1,19.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
11822,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2021,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
11823,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
11824,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2023,,9.6,,5.2,16.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
11825,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2024,,8.3,,4.5,13.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
11826,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2019,,5.1,,3.6,7.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA35,SC_NHISA00"
