topic,group,subgroup,year,estimate
Receipt of influenza vaccination among adults,Age groups with 75 years and older,18-44 years,2021,36.6
Receipt of influenza vaccination among adults,Age groups with 75 years and older,18-44 years,2022,35.3
Receipt of influenza vaccination among adults,Age groups with 75 years and older,18-44 years,2023,36.7
Receipt of influenza vaccination among adults,Age groups with 75 years and older,45-64 years,2019,45.7
Receipt of influenza vaccination among adults,Age groups with 75 years and older,45-64 years,2020,47.5
Receipt of influenza vaccination among adults,Age groups with 75 years and older,45-64 years,2021,49.4
Receipt of influenza vaccination among adults,Age groups with 75 years and older,45-64 years,2022,47.8
Receipt of influenza vaccination among adults,Age groups with 75 years and older,45-64 years,2023,47.6
Receipt of influenza vaccination among adults,Age groups with 75 years and older,65-74 years,2019,66.2
Receipt of influenza vaccination among adults,Age groups with 75 years and older,65-74 years,2020,67.2
Receipt of influenza vaccination among adults,Age groups with 75 years and older,65-74 years,2021,69.9
Receipt of influenza vaccination among adults,Age groups with 75 years and older,65-74 years,2022,67.5
Receipt of influenza vaccination among adults,Age groups with 75 years and older,65-74 years,2023,67.8
Receipt of influenza vaccination among adults,Age groups with 75 years and older,75 years and older,2019,76.7
Receipt of influenza vaccination among adults,Age groups with 75 years and older,75 years and older,2020,76.1
Receipt of influenza vaccination among adults,Age groups with 75 years and older,75 years and older,2021,77.1
Receipt of influenza vaccination among adults,Age groups with 75 years and older,75 years and older,2022,75.3
Receipt of influenza vaccination among adults,Age groups with 75 years and older,75 years and older,2023,76.5
Receipt of influenza vaccination among adults,Disability status,With disability,2019,57.7
Receipt of influenza vaccination among adults,Disability status,With disability,2020,57.0
Receipt of influenza vaccination among adults,Disability status,With disability,2021,58.5
Receipt of influenza vaccination among adults,Disability status,With disability,2022,55.1
Receipt of influenza vaccination among adults,Disability status,With disability,2023,56.2
Receipt of influenza vaccination among adults,Disability status,Without disability,2019,45.7
Receipt of influenza vaccination among adults,Disability status,Without disability,2020,47.1
Receipt of influenza vaccination among adults,Disability status,Without disability,2021,47.8
Receipt of influenza vaccination among adults,Disability status,Without disability,2022,46.4
Receipt of influenza vaccination among adults,Disability status,Without disability,2023,47.1
Receipt of influenza vaccination among adults,Functioning difficulties status,With functioning difficulties,2019,51.1
Receipt of influenza vaccination among adults,Functioning difficulties status,With functioning difficulties,2020,52.1
Receipt of influenza vaccination among adults,Functioning difficulties status,With functioning difficulties,2021,53.2
Receipt of influenza vaccination among adults,Functioning difficulties status,With functioning difficulties,2022,51.2
Receipt of influenza vaccination among adults,Functioning difficulties status,With functioning difficulties,2023,51.2
Receipt of influenza vaccination among adults,Functioning difficulties status,Without functioning difficulties,2019,43.8
Receipt of influenza vaccination among adults,Functioning difficulties status,Without functioning difficulties,2020,45.0
Receipt of influenza vaccination among adults,Functioning difficulties status,Without functioning difficulties,2021,45.3
Receipt of influenza vaccination among adults,Functioning difficulties status,Without functioning difficulties,2022,44.0
Receipt of influenza vaccination among adults,Functioning difficulties status,Without functioning difficulties,2023,45.2
Receipt of influenza vaccination among adults,Marital status,Married,2019,50.7
Receipt of influenza vaccination among adults,Marital status,Married,2020,53.0
Receipt of influenza vaccination among adults,Marital status,Married,2021,55.0
Receipt of influenza vaccination among adults,Marital status,Married,2022,54.0
Receipt of influenza vaccination among adults,Marital status,Married,2023,53.2
Receipt of influenza vaccination among adults,Marital status,Divorced or separated,2019,45.7
Receipt of influenza vaccination among adults,Marital status,Divorced or separated,2020,47.1
Receipt of influenza vaccination among adults,Marital status,Divorced or separated,2021,46.9
Receipt of influenza vaccination among adults,Marital status,Divorced or separated,2022,45.4
Receipt of influenza vaccination among adults,Marital status,Divorced or separated,2023,46.0
Receipt of influenza vaccination among adults,Marital status,Widowed,2019,65.4
Receipt of influenza vaccination among adults,Marital status,Widowed,2020,65.8
Receipt of influenza vaccination among adults,Marital status,Widowed,2021,69.0
Receipt of influenza vaccination among adults,Marital status,Widowed,2022,63.2
Receipt of influenza vaccination among adults,Marital status,Widowed,2023,65.4
